id,name,brand_id,group_name
892,猎豹CFA2030,85,猎豹SUV
893,猎豹CJY6470,85,猎豹SUV
894,幻影,86,劳斯莱斯
895,古思特,86,劳斯莱斯
896,银色天使,86,劳斯莱斯
897,领航员,87,林肯
898,林肯MKX,87,林肯
899,林肯MKT,87,林肯
900,林肯MKS,87,林肯
901,城市,87,林肯
902,林肯MKZ,87,林肯
904,林肯加长版,87,林肯
905,黑森林,87,林肯
906,莲花L3,88,莲花
907,莲花L5,88,莲花
912,竞悦,88,莲花
913,竞速,88,进口莲花
914,竞悦(进口),88,进口莲花
915,理念S1,89,理念
916,路特斯Elise,90,路特斯
917,路特斯Evora,90,路特斯
918,路特斯Exige,90,路特斯
919,威霆国宾,91,蓝海房车
920,马自达CX-5,92,长安马自达
921,马自达3,92,长安马自达
922,马自达3星骋,92,长安马自达
923,马自达2,92,长安马自达
926,马自达6,92,一汽马自达
927,睿翼,92,一汽马自达
929,马自达8,92,一汽马自达
930,马自达CX-7,92,一汽马自达
933,阿特兹ATENZA(进口),92,进口马自达
934,马自达5,92,进口马自达
935,马自达CX-7(进口),92,进口马自达
936,马自达CX-5(进口),92,进口马自达
937,马自达MX-5,92,进口马自达
938,马自达CX-9,92,进口马自达
939,马自达3(进口),92,进口马自达
940,马自达RX-8,92,进口马自达
941,Mazda6(进口),92,进口马自达
942,马自达8(进口),92,进口马自达
943,马自达626(进口),92,进口马自达
944,MG3,93,MG
945,MG6,93,MG
946,MG5,93,MG
948,MG3SW,93,MG
949,MG7,93,MG
950,MG TF,93,MG
951,MINI,94,进口MINI
952,MINI CLUBMAN,94,进口MINI
953,MINI COUNTRYMAN,94,进口MINI
954,MINI ROADSTER,94,进口MINI
955,MINI COUPE,94,进口MINI
956,MINI PACEMAN,94,进口MINI
957,MINI CABRIO,94,进口MINI
958,MINI JCW COUNTRYMAN,94,进口MINI JCW
959,MINI JCW PACEMAN,94,进口MINI JCW
960,MINI JCW CLUBMAN,94,进口MINI JCW
961,MINI JCW COUPE,94,进口MINI JCW
962,MINI JCW,94,进口MINI JCW
963,迈巴赫,95,迈巴赫
967,玛莎拉蒂总裁,96,玛莎拉蒂
968,玛莎拉蒂GT,96,玛莎拉蒂
969,玛莎拉蒂GC,96,玛莎拉蒂
970,玛莎拉蒂Ghibli,96,玛莎拉蒂
971,玛莎拉蒂Spyder,96,玛莎拉蒂
972,玛莎拉蒂GranSport,96,玛莎拉蒂
973,玛莎拉蒂Coupe,96,玛莎拉蒂
974,迈凯伦MP4-12C,97,迈凯伦
976,摩根plus 8,98,摩根
977,摩根Roadster,98,摩根
978,奇兵,99,美亚
979,美亚奇骏,99,美亚
980,美亚顺风,99,美亚
981,陆程,99,美亚
982,富旺,99,美亚
983,美亚海狮,99,美亚
985,纳5,100,东风裕隆
986,大7 SUV,100,东风裕隆
987,大7 MPV,100,东风裕隆
988,MASTER CEO,100,东风裕隆
989,纳智捷U6 TURBO,100,裕隆汽车
990,讴歌MDX,101,讴歌
991,讴歌RDX,101,讴歌
992,讴歌ILX,101,讴歌
993,讴歌ZDX,101,讴歌
994,讴歌RL,101,讴歌
995,讴歌TL,101,讴歌
996,讴歌RLX,101,讴歌
998,安德拉,102,欧宝
999,麦瑞纳,102,欧宝
1000,英速亚,102,欧宝
1001,赛飞利,102,欧宝
1004,威达,102,欧宝
1005,雅特,102,欧宝
1006,欧捷利,102,欧宝
1008,欧美佳,102,欧宝
1010,欧朗,103,欧朗
1011,起亚K3,104,东风悦达起亚
1012,起亚K2,104,东风悦达起亚
1013,起亚K5,104,东风悦达起亚
1014,智跑,104,东风悦达起亚
1015,狮跑,104,东风悦达起亚
1016,福瑞迪,104,东风悦达起亚
1017,赛拉图,104,东风悦达起亚
1019,秀尔,104,东风悦达起亚
1020,锐欧,104,东风悦达起亚
1021,千里马,104,东风悦达起亚
1022,远舰,104,东风悦达起亚
1023,嘉华,104,东风悦达起亚
1024,普莱特,104,东风悦达起亚
1025,宝驹,104,东风悦达起亚
1026,索兰托,104,进口起亚
1027,佳乐,104,进口起亚
1028,凯尊,104,进口起亚
1029,K5(进口),104,进口起亚
1030,霸锐,104,进口起亚
1031,速迈,104,进口起亚
1032,起亚VQ,104,进口起亚
1033,狮跑(进口),104,进口起亚
1034,欧菲莱斯,104,进口起亚
1035,嘉华(进口),104,进口起亚
1036,奇瑞QQ,105,奇瑞
1037,瑞虎,105,奇瑞
1038,奇瑞E3,105,奇瑞
1039,艾瑞泽7,105,奇瑞
1040,奇瑞E5,105,奇瑞
1041,风云2,105,奇瑞
1043,奇瑞A3,105,奇瑞
1044,旗云2,105,奇瑞
1045,旗云1,105,奇瑞
1047,奇瑞A1,105,奇瑞
1048,东方之子,105,奇瑞
1049,旗云5,105,奇瑞
1050,旗云3,105,奇瑞
1051,奇瑞QQme,105,奇瑞
1052,瑞虎5,105,奇瑞
1053,奇瑞A5,105,奇瑞
1054,奇瑞QQ6,105,奇瑞
1055,旗云,105,奇瑞
1056,风云,105,奇瑞
1057,东方之子CROSS,105,奇瑞
1058,启辰D50,106,东风日产
1059,启辰R50X,106,东风日产
1060,启辰R50,106,东风日产
1062,庆铃轻型商用车,107,庆铃
1063,庆铃重型商用车,107,庆铃
1064,庆铃中型商用车,107,庆铃
1065,庆铃多功能车,107,庆铃
1066,轩逸,108,东风日产
1067,逍客,108,东风日产
1068,天籁,108,东风日产
1069,骊威,108,东风日产
1070,阳光,108,东风日产
1071,骐达,108,东风日产
1072,奇骏,108,东风日产
1073,玛驰,108,东风日产
1074,楼兰,108,东风日产
1075,蓝鸟,108,东风日产
1076,颐达,108,东风日产
1077,骏逸,108,东风日产
1078,郑州日产NV200,108,郑州日产
1079,帕拉丁,108,郑州日产
1080,D22皮卡,108,郑州日产
1081,凯普斯达,108,郑州日产
1082,D22厢式车,108,郑州日产
1083,日产GT-R,108,进口日产
1084,途乐,108,进口日产
1085,日产370Z,108,进口日产
1086,贵士,108,进口日产
1087,碧莲,108,进口日产
1088,日产Juke,108,进口日产
1091,公爵(进口),108,进口日产
1092,日产350Z,108,进口日产
1093,日产风度,108,进口日产
1094,日产风雅,108,进口日产
1095,奇骏(进口),108,进口日产
1096,楼兰(进口),108,进口日产
1098,荣威350,109,荣威
1099,荣威550,109,荣威
1100,荣威W5,109,荣威
1101,荣威950,109,荣威
1102,荣威750,109,荣威
1103,荣威e50,109,荣威
1104,瑞麒X1,110,瑞麒
1105,瑞麒M1,110,瑞麒
1106,瑞麒G5,110,瑞麒
1107,瑞麒G3,110,瑞麒
1108,瑞麒G6,110,瑞麒
1109,瑞麒M5,110,瑞麒
1110,瑞麒2,110,瑞麒
1111,帕杰罗速跑,111,北奔三菱
1112,欧蓝德,111,北奔三菱
1113,三菱翼神,111,东南三菱
1114,蓝瑟,111,东南三菱
1115,风迪思,111,东南三菱
1116,君阁,111,东南三菱
1117,戈蓝,111,东南三菱
1118,菱绅,111,东南三菱
1119,劲炫ASX,111,广汽三菱
1120,帕杰罗・劲畅,111,广汽三菱
1121,帕杰罗,111,广汽三菱
1122,欧蓝德(进口),111,进口三菱
1123,帕杰罗(进口),111,进口三菱
1124,劲炫(进口),111,进口三菱
1126,帕杰罗・劲畅(进口),111,进口三菱
1127,伊柯丽斯,111,进口三菱
1129,格蓝迪,111,进口三菱
1130,蓝瑟(进口),111,进口三菱
1131,戈蓝(进口),111,进口三菱
1132,明锐,112,上海大众斯柯达
1133,昕锐,112,上海大众斯柯达
1134,昊锐,112,上海大众斯柯达
1135,野帝Yeti,112,上海大众斯柯达
1136,晶锐,112,上海大众斯柯达
1137,速派,112,上海大众斯柯达
1139,Yeti(进口),112,进口斯柯达
1141,Superb(进口),112,进口斯柯达
1142,弗雷西亚,112,进口斯柯达
1143,森林人,113,斯巴鲁
1144,斯巴鲁XV,113,斯巴鲁
1145,斯巴鲁BRZ,113,斯巴鲁
1146,傲虎,113,斯巴鲁
1147,翼豹,113,斯巴鲁
1149,力狮,113,斯巴鲁
1150,驰鹏,113,斯巴鲁
1151,柯兰多,114,双龙
1152,爱腾,114,双龙
1153,雷斯特W,114,双龙
1154,主席,114,双龙
1155,雷斯特II,114,双龙
1156,路帝,114,双龙
1157,享御,114,双龙
1158,双龙雷斯特,114,双龙
1159,绅宝D70,115,北京汽车
1160,Fortwo,116,Smart
1162,精灵节奏,116,Smart
1163,精灵纯洁,116,Smart
1164,小贵族,117,双环
1165,双环SCEO,117,双环
1166,来宝S-RV,117,双环
1167,来旺,117,双环
1168,世爵C8,118,世爵
1169,MAGNUM,119,泰赫雅特
1170,Grand GT,119,泰赫雅特
1171,Model S,120,TESLA
1172,Model X,120,TESLA
1174,五菱宏光,121,五菱
1175,五菱之光,121,五菱
1176,五菱荣光,121,五菱
1177,五菱鸿途,121,五菱
1178,五菱兴旺,121,五菱
1179,五菱小旋风,121,五菱
1180,五菱扬光,121,五菱
1181,沃尔沃S80L,122,长安沃尔沃
1182,沃尔沃S40,122,长安沃尔沃
1183,沃尔沃XC60(进口),122,进口沃尔沃
1184,沃尔沃S60,122,进口沃尔沃
1185,沃尔沃V40,122,进口沃尔沃
1186,沃尔沃C30,122,进口沃尔沃
1187,沃尔沃V60,122,进口沃尔沃
1188,沃尔沃XC90,122,进口沃尔沃
1189,沃尔沃C70,122,进口沃尔沃
1190,沃尔沃S80,122,进口沃尔沃
1191,沃尔沃V70,122,进口沃尔沃
1192,沃尔沃S40(进口),122,进口沃尔沃
1193,威麟V5,123,威麟
1194,威麟X5,123,威麟
1195,威麟H5,123,威麟
1196,威麟H3,123,威麟
1198,威兹曼Roadster,124,威兹曼
1199,威兹曼GT,124,威兹曼
1200,朗动,125,北京现代
1201,北京现代ix35,125,北京现代
1202,瑞纳,125,北京现代
1203,索纳塔,125,北京现代
1204,悦动,125,北京现代
1205,全新胜达,125,北京现代
1206,途胜,125,北京现代
1207,伊兰特,125,北京现代
1209,北京现代i30,125,北京现代
1210,名驭,125,北京现代
1211,MISTRA名图,125,北京现代
1213,雅绅特,125,北京现代
1214,领翔,125,北京现代
1215,御翔,125,北京现代
1218,劳恩斯coupe,125,进口现代
1219,全新胜达(进口),125,进口现代
1220,飞思,125,进口现代
1221,格锐,125,进口现代
1222,雅尊,125,进口现代
1223,雅科仕,125,进口现代
1224,劳恩斯,125,进口现代
1225,维拉克斯,125,进口现代
1226,辉翼,125,进口现代
1227,索纳塔(进口),125,进口现代
1230,酷派,125,进口现代
1231,瑞风,125,进口现代
1233,现代美佳,125,进口现代
1234,世纪,125,进口现代
1235,君爵,125,进口现代
1236,雪佛兰开拓者,126,进口雪佛兰
1237,科鲁兹,126,上海通用雪佛兰
1238,赛欧,126,上海通用雪佛兰
1239,迈锐宝,126,上海通用雪佛兰
1240,科帕奇,126,上海通用雪佛兰
1241,爱唯欧,126,上海通用雪佛兰
1244,景程,126,上海通用雪佛兰
1246,赛欧SPRINGO,126,上海通用雪佛兰
1248,乐风,126,上海通用雪佛兰
1249,乐骋,126,上海通用雪佛兰
1251,科迈罗,126,进口雪佛兰
1252,沃蓝达,126,进口雪佛兰
1253,科帕奇(进口),126,进口雪佛兰
1254,科尔维特,126,进口雪佛兰
1255,斯帕可,126,进口雪佛兰
1257,雪佛兰EXPRESS,126,进口雪佛兰
1260,雪铁龙C4L,127,东风雪铁龙
1261,雪铁龙C5,127,东风雪铁龙
1262,雪铁龙C2,127,东风雪铁龙
1263,爱丽舍,127,东风雪铁龙
1264,世嘉,127,东风雪铁龙
1265,萨拉-毕加索,127,东风雪铁龙
1266,富康,127,东风雪铁龙
1267,凯旋,127,东风雪铁龙
1268,赛纳,127,东风雪铁龙
1270,C4 AIRCROSS,127,进口雪铁龙
1271,C4毕加索,127,进口雪铁龙
1273,雪铁龙C6,127,进口雪铁龙
1274,雪铁龙C5(进口),127,进口雪铁龙
1275,雪铁龙C4,127,进口雪铁龙
1276,伊比飒,128,西雅特
1277,LEON,128,西雅特
1278,欧悦搏,128,西雅特
1279,林肯MKT,129,星客特
1280,福特F系列,129,星客特
1281,奔驰S级,129,星客特
1282,福特商务车,129,星客特
1283,丰田4Runner,129,星客特
1284,林肯MKX,129,星客特
1285,GMC皇家级,129,星客特
1286,林肯领航员,129,星客特
1288,丰田红杉,129,星客特
1291,威霆119,130,新凯
1292,新凯SUV,130,新凯
1293,新凯皮卡,130,新凯
1294,新凯SRV,130,新凯
1295,锐达,130,新凯
1296,新凯海狮,130,新凯
1297,夏利N7,155,天津一汽
1298,夏利N5,155,天津一汽
1299,夏利N3+,155,天津一汽
1300,夏利N3,155,天津一汽
1301,威志V5,131,天津一汽
1302,夏利A+,155,天津一汽
1303,威志V2,131,天津一汽
1304,威志,131,天津一汽
1306,威乐,131,天津一汽
1307,威姿,131,天津一汽
1309,夏利,155,天津一汽
1311,夏利2000,155,天津一汽
1312,华利微型客车,131,天津一汽
1313,一汽佳星幸福使者,131,一汽华利
1314,森雅M80,131,一汽吉林
1315,森雅S80,131,一汽吉林
1316,佳宝,131,一汽吉林
1317,一汽奥星,131,一汽吉林
1318,森雅,131,一汽吉林大发
1319,自由风,131,一汽轻型汽车
1320,坤程,131,一汽通用
1321,英菲尼迪QX50,132,东风英菲尼迪
1322,英菲尼迪G,132,英菲尼迪
1323,英菲尼迪QX70,132,英菲尼迪
1324,英菲尼迪JX35(QX60),132,英菲尼迪
1325,英菲尼迪QX80(QX56),132,英菲尼迪
1326,英菲尼迪Q70L,132,英菲尼迪
1327,英菲尼迪Q60,132,英菲尼迪
1328,英菲尼迪Q60S,132,英菲尼迪
1331,野马F12,133,野马汽车
1332,野马F10,133,野马汽车
1333,野马F99,133,野马汽车
1334,永源A380,134,永源
1335,风景线,134,永源
1336,猎鹰,134,永源
1337,五星,134,永源
1338,庄威,134,永源
1339,得意 Turbo Daily,135,依维柯
1340,宝迪 Power Daily,135,依维柯
1344,Daily,135,依维柯
1345,康果,135,依维柯
1346,亚星客车,136,扬州亚星客车
1347,中华H530,137,中华
1348,中华H230,137,中华
1349,中华V5,137,中华
1350,中华H330,137,中华
1351,骏捷,137,中华
1352,骏捷FRV,137,中华
1353,中华H320,137,中华
1354,骏捷FSV,137,中华
1355,酷宝,137,中华
1356,骏捷Cross,137,中华
1357,尊驰,137,中华
1359,中华,137,中华
1360,众泰Z300,138,众泰
1361,众泰5008,138,众泰
1362,江南TT,138,众泰
1363,众泰T200,138,众泰
1364,众泰Z100,138,众泰
1365,众泰2008,138,众泰
1366,众泰Z200,138,众泰
1367,众泰M300,138,众泰
1368,众泰Z200HB,138,众泰
1369,众泰V10,138,众泰
1370,无限,139,中兴
1371,威虎TUV,139,中兴
1372,旗舰,139,中兴
1373,威虎G3,139,中兴
1374,长铃皮卡,139,中兴
1375,中兴C3,139,中兴
1377,中兴福星SUV,139,中兴
1378,驰野,139,中兴
1379,中兴海豹,139,中兴
1380,中兴老虎,139,中兴
1381,奔驰房车,140,中欧
1382,领秀客车,141,中通客车
2155,大迪霸道SUV,142,大迪汽车
2156,都市骏马SUV,142,大迪汽车
2157,都市威菱SUV,142,大迪汽车
2158,雅宝,142,大迪汽车
2159,美人豹,143,吉利
2160,中国龙,143,吉利
2161,豪情,143,吉利
2162,优利欧,143,吉利
2163,美日之星,143,吉利
2164,天马座,144,宝龙
2165,菱麒,144,宝龙
2166,菱惠,144,宝龙
2167,菱骏,144,宝龙
2168,悍马H2,145,悍马
2169,悍马加长版,145,悍马
2170,悍马H3,145,悍马
2171,悍马H600,145,悍马
2172,悍马悍霸,145,悍马
2173,悍马H200,145,悍马
2174,海域,146,华普
2175,海尚,146,华普
2176,海迅,146,华普
2177,海锋,146,华普
2178,海悦,146,华普
2179,驭虎,147,华翔富奇
2180,新雅途,148,新雅途
2181,英格尔,148,新雅途
2182,萨博9-3,149,萨博
2183,萨博9-5,149,萨博
2184,英雄,150,天马
2186,风锐,150,天马
2189,天马海狮,150,天马
2190,源动力,151,新大地
2191,魔兽,151,新大地
2192,腾狮,152,中客华北
2193,华北醒狮,152,中客华北
2194,超赛,152,中客华北
2196,翼虎/Kuga(进口),35,进口福特
2197,罗孚75,153,罗孚75
2198,英菲尼迪EX,132,英菲尼迪
2199,英菲尼迪Essence,132,英菲尼迪
2200,英菲尼迪Etherea,132,英菲尼迪
2201,英菲尼迪FX,132,英菲尼迪
2202,英菲尼迪M,132,英菲尼迪
2203,乐驰,126,上汽通用五菱
2204,朗风,146,华普
2205,中顺世纪,154,中顺世纪
2206,杰士达美鹿,146,华普
2207,都灵V,135,依维柯
2208,奇瑞X1,105,奇瑞
2209,威旺307,17,北汽威旺
2210,Ottimo致悦,37,广汽菲亚特
2211,御骏,57,海格
2212,海马M8,51,海马
2213,自由光(进口),61,进口Jeep
2214,魅影,86,劳斯莱斯
2215,速翼特,78,进口铃木
2216,摩根Aero,98,摩根
2217,速尊,112,进口斯柯达
2218,沃尔沃S60L,122,沃尔沃亚太
2219,众泰T600,138,众泰
2220,奥迪SQ5,1,进口奥迪
2221,华普海景,146,华普
2222,雪铁龙C3,127,进口雪铁龙
2223,红旗,53,红旗
2224,风驰,150,天马
2225,中华H220 ,137,中华
2226,瑞奕,125,北京现代
2228,嘉誉,22,长城
2229,奔驰CLA级,9,进口奔驰
2230,创酷,126,上海通用雪佛兰
2231,飞度(进口),5,进口本田
2232,劳伦士,9,进口奔驰
2233,斯宾特Sprinter,9,进口奔驰
2234,幻速S3,156,北汽银翔
2235,瑞虎3,105,奇瑞
2236,日产ZN6493,108,郑州日产
2237,日产ZN6494,108,郑州日产
2239,海马S5,51,海马
2241,捷豹X-TYPE,64,捷豹
2242,英菲尼迪Q50,132,英菲尼迪
2243,幻速S2,156,北汽银翔
2244,力帆T11,81,力帆
2245,福顺,81,力帆
2246,长安V5,23,长安跨越
2247,锐铃,14,北汽制造
2248,帅驰,45,广汽吉奥
2249,马自达3 Axela昂克赛拉,92,长安马自达
2252,DS 5LS,31,长安标致雪铁龙
2253,风光350,170,东风小康
2254,风光330,170,东风小康
2255,C36,28,东风小康
2256,景逸X3,26,东风风行
2257,雷凌,36,广汽丰田
2258,保时捷Macan,11,保时捷
2259,Huracan,82,兰博基尼
2260,哈弗H2,50,哈弗
2261,凯路威,25,进口大众
2262,奔驰CLA级AMG,9,进口奔驰AMG
2263,奔驰A级AMG,9,进口奔驰AMG
2264,宝骏610,15,宝骏
2265,吉奥E美,45,广汽吉奥
2266,庆铃皮卡,107,庆铃
2267,昕动,112,上海大众斯柯达
2268,威霆122,130,新凯
2269,标致2008,10,东风标致
2270,猎豹Q6,85,猎豹SUV
2271,阿特兹,92,一汽马自达
2272,MAXUS G10,34,大通
2275,飞腾C5,85,猎豹SUV
2276,新风景G7,39,福田
2277,绅宝D50,115,北京汽车
2279,起亚K3S,104,东风悦达起亚
2281,迈凯伦650S,97,迈凯伦
2282,新海狮,67,华晨金杯
2283,风骏6,22,长城
2284,156,3,阿尔法・罗密欧
2285,奥迪A6,1,一汽奥迪
2286,宝骏730,15,宝骏
2287,宝马X4,7,进口宝马
2288,宝马M4,7,进口宝马M系
2289,风神A30,30,东风风神
2290,LaFerrari,38,法拉利
2291,启辰R30,106,东风日产
2292,起亚K4,104,东风悦达起亚
2293,捷恩斯,125,进口现代
2294,力帆X50,81,力帆
2295,奔驰GLA级(进口),9,进口奔驰
2296,骏派D60,131,天津一汽
2297,缤智,5,广汽本田
2298,林肯MKC,87,林肯
2299,昂科威,6,上海通用别克
2300,比亚迪S7,8,比亚迪
2301,豪情SUV,143,吉利
2302,北京现代ix25,125,北京现代
2303,DS 6,31,长安标致雪铁龙
2304,英菲尼迪ESQ,132,英菲尼迪
2305,北京40,13,北京汽车
2306,绅宝D60,115,北京汽车
2307,艾瑞泽3,105,奇瑞
2308,凯翼C3,157,凯翼
2309,新圣达菲,52,华泰
2310,奥迪S3,1,进口奥迪
2311,讴歌TLX,101,讴歌
2312,悦翔V7,21,长安轿车
2313,绅宝D20,115,北京汽车
2314,发现神行(进口),79,路虎
2315,雷克萨斯NX,80,雷克萨斯
2316,本田XR-V,5,东风本田
2317,风神AX7,30,东风风神
2318,英菲尼迪Q50L,132,东风英菲尼迪
2319,沃尔沃XC60,122,沃尔沃亚太
2320,众泰Z500,138,众泰
2321,揽福,40,福迪
2322,哈弗H1,50,哈弗
2323,哈弗H9,50,哈弗
2324,锐行,93,MG
2325,中华豚,137,中华
2326,比亚迪G5,8,比亚迪
2327,XC Classic,122,沃尔沃亚太
2328,野马F16,133,野马汽车
2330,景逸S50,26,东风风行
2332,瑞风S3,60,江淮
2333,卡威W1,158,卡威
2334,凯迪拉克ATS-L,73,上海通用凯迪拉克
2335,传祺GA3S视界,44,广汽乘用车
2336,艾菲,70,九龙
2337,英菲尼迪QX60,132,英菲尼迪
2338,丰田86,36,进口丰田
2339,英致G3,159,英致
2340,帝豪,63,吉利帝豪
2341,优6,100,东风裕隆
2342,福睿斯,35,长安福特
2343,启悦,78,长安铃木
2344,雪铁龙C3-XR,127,东风雪铁龙
2345,传祺GA6,44,广汽乘用车
2347,迈巴赫S级,9,进口奔驰迈巴赫
2348,开瑞K50,75,开瑞
2349,野马T70,133,野马汽车
2350,中兴GX3,139,中兴
2351,启辰T70,106,东风日产
2352,凌渡,25,上海大众
2357,兰德酷路泽(进口),36,进口丰田
2358,艾瑞泽M7,105,奇瑞
2359,绅宝X65,115,北京汽车
2360,锐腾,93,MG
2361,奔驰GLA级,9,北京奔驰
2362,金刚财富,65,吉利英伦
2363,英伦C5,65,吉利英伦
2364,传祺GS4,44,广汽乘用车
2365,哈弗H6 Coupe,50,哈弗
2366,起亚KX3,104,东风悦达起亚
2367,中华V3,137,中华
2368,MX6,32,东风风度
2369,博瑞,143,吉利
2370,宝骏560,15,宝骏
2371,幻速H2,156,北汽银翔
2372,绅宝CC,115,北京汽车
2373,绅宝D80,115,北京汽车
2374,威旺007,17,北汽威旺
2375,威朗,6,上海通用别克
2376,大众up!,25,进口大众
2377,风神L60,30,东风风神
2378,东南DX7,27,东南
2379,法拉利488,38,法拉利
2380,萨瓦纳,39,福田
2381,海马M6,51,海马
2382,捷豹XE,64,捷豹
2383,华晨金杯750,67,华晨鑫源
2384,卡缤,84,雷诺
2385,力帆820,81,力帆
2386,猎豹CS10,85,猎豹SUV
2387,陆风X7,83,陆风
2388,迈凯伦540C,97,迈凯伦
2389,迈凯伦570S,97,迈凯伦
2390,迈凯伦625C,97,迈凯伦
2391,起亚K9,104,进口起亚
2392,蒂维拉,114,双龙
2393,华颂7,160,华颂
2394,AMG GT,9,进口奔驰AMG
2395,景逸XV,26,东风风行
2396,瑞风M3,60,江淮
2397,和悦A13,60,江淮
2398,明锐(进口),112,进口斯柯达
2399,桑塔纳经典,25,上海大众
2400,新胜达(进口),125,进口现代
2401,风光360,170,东风小康
2402,桑塔纳・浩纳,25,上海大众
2403,锋范,5,广汽本田
2404,卡威K1,158,卡威
2405,启腾EX80,162,福汽新龙马
2406,启腾M70,162,福汽新龙马
2407,揽胜极光,79,奇瑞捷豹路虎
2408,发现神行,79,奇瑞捷豹路虎
2409,瑞风S2,60,江淮
2410,锐界,35,长安福特
2411,凯胜,130,新凯
2412,五菱荣光V,121,五菱
2413,江淮iEV,60,江淮
2414,金牛座,35,长安福特
2415,风行S500,26,东风风行
2416,撼路者,35,江铃福特
2417,大迈X5,138,众泰
2418,LANNIA 蓝鸟,108,东风日产
2419,荣威360,109,荣威
2420,幻速H3,156,北汽银翔
2421,幻速S6,156,北汽银翔
2422,威旺M30,17,北汽威旺
2423,奔腾B30,12,奔腾
2424,哥瑞,5,东风本田
2425,捷豹F-PACE,64,捷豹
2426,智尚S35,67,绵阳金杯
2427,英致737,159,英致
2428,英菲尼迪QX50(进口),132,英菲尼迪
2429,宝马2系多功能旅行车,7,进口宝马
2430,自由光,61,广汽菲克Jeep
2431,YUKON,47,GMC
2432,SIERRA,47,GMC
2433,宋,8,比亚迪
2434,风光370,170,东风小康
2435,C4世嘉,127,东风雪铁龙
2436,五十铃mu-X,163,江西五十铃
2437,奔驰GLC级,9,北京奔驰
2438,奔驰GLE级,9,进口奔驰
2439,奔驰GLE级AMG,9,进口奔驰AMG
2440,维特拉,78,长安铃木
2441,雷克萨斯RC F,80,雷克萨斯F
2442,乐风RV,126,上海通用雪佛兰
2443,启辰T70X,106,东风日产
2444,奔驰GLA级AMG,9,进口奔驰AMG
2445,宝骏330,15,宝骏
2446,拉共达Taraf,2,阿斯顿・马丁
2447,宝马i8,7,进口宝马
2448,绅宝X25,115,北京汽车
2449,唐,8,比亚迪
2450,添越,16,宾利
2451,欧尚,23,长安商用
2452,风神E30,30,东风风神
2453,风神AX3,30,东风风神
2454,Fortuner,36,进口丰田
2455,伽途V3,39,福田
2456,伽途V5,39,福田
2457,乐途,81,力帆
2458,迈凯伦P1,97,迈凯伦
2459,奇瑞eQ,105,奇瑞新能源
2460,晨风,106,东风日产
2461,云100,138,众泰
2462,芝麻E30,138,众泰
2463,众泰Z700,138,众泰
2464,奇瑞QQ3EV,105,奇瑞新能源
